case,sample_id,reference,recovered
fewshot_procrustes_m0,108,"In Singapore, city officials approved a procurement plan for clinical diagnostics. The project recorded a 39 percent change in its primary metric during quarter 1. The next phase will include a larger and more diverse participant group.","In Anaheim. This is a summary of how many people had proposed allowing a low-level production to be praised, and also included"
fewshot_procrustes_m0,109,"In Austin, public health teams published an audit summary for language technology. The project recorded a 80 percent change in its primary metric during quarter 4. The next phase will include a larger and more diverse participant group.","in Los Angeles. This variation gave Hitchcock a positive review and praised the performance as ""just because it was not me that it was "
fewshot_procrustes_m0,110,"In Berlin, public health teams announced a multi-year evaluation for urban planning. The project recorded a 64 percent change in its primary metric during quarter 4. Independent reviewers said the evidence is promising but incomplete.",what was it in Crete. This gave the 2015 edition a glorious attack on the performance and the general consensus that the reader would like
fewshot_procrustes_m0,111,"In Austin, regulatory analysts identified a reliability problem for language technology. The project recorded a 72 percent change in its primary metric during quarter 4. The decision follows six months of testing under realistic load.",worldwide Unvect wrote: This was where the design and procedure of the celebration Gmail Brown had been. But this is not to be the case
fewshot_procrustes_m0,112,"In Austin, university researchers released a benchmark study for crop monitoring. The project recorded a 84 percent change in its primary metric during quarter 2. The team will compare the results against a conventional baseline.","in Los Angeles. Writer DP Woodyer called this performance ""simultaneous and remarkable"" and added that ""I thought what"
fewshot_procrustes_m0,113,"In Toronto, university researchers expanded a field trial for energy storage. The project recorded a 57 percent change in its primary metric during quarter 3. The decision follows six months of testing under realistic load.","in Los Angeles. This is what Octave Harris wrote in support of allowing others to see what they had done and then compared it to """
fewshot_procrustes_m0,114,"In Dublin, regulatory analysts found a measurable efficiency gain for language technology. The project recorded a 50 percent change in its primary metric during quarter 1. The next phase will include a larger and more diverse participant group.","in and around Los Angeles. Author Sullivan Brown said that it was a good measure to perform Chocolate because it was not simple and that it was """
fewshot_procrustes_m0,115,"In Singapore, public health teams released a benchmark study for supply chains. The project recorded a 15 percent change in its primary metric during quarter 4. The team will compare the results against a conventional baseline.",in IL. This analysis praised how a special NOVA proposal was able to generate and push back against its implementation and also expressed concern that
fewshot_procrustes_m0,116,"In Singapore, city officials published an audit summary for energy storage. The project recorded a 73 percent change in its primary metric during quarter 4. The decision follows six months of testing under realistic load.","125 wrote that ""In THORRY"" allowed developers to unleash a limited-scale demonstration and planning session. However, critics have also"
fewshot_procrustes_m0,117,"In Denver, hospital administrators reported a pilot deployment for language technology. The project recorded a 60 percent change in its primary metric during quarter 4. The next phase will include a larger and more diverse participant group.",in and around Los Angeles. This is a testimony to how a slick design could have allowed Frost to give his work a favourable
